date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:08:01	4776/4776	---M-Z	200	added ('OK')	text/javascript	etag:%2212a8-628849b4ca994;62a8d1e19871d	https://rememberwhatitisthatyoulove.com/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6	C:/Users/danno/Documents/github/george/memories/rememberwhatitisthatyoulove.com/wp-includes/js/dist/hooks.min4fdd.js	(from https://rememberwhatitisthatyoulove.com/)
18:08:01	9141/9141	---M-Z	200	added ('OK')	text/javascript	etag:%2223b5-628849b4d68fc;62a8d1e19871d	https://rememberwhatitisthatyoulove.com/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/Users/danno/Documents/github/george/memories/rememberwhatitisthatyoulove.com/wp-includes/js/dist/i18n.minc33c.js	(from https://rememberwhatitisthatyoulove.com/)
18:08:01	810/810	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22cf6adf310b993728441b1b7520e51a0f%22	https://rememberwhatitisthatyoulove.com/comments/feed/	C:/Users/danno/Documents/github/george/memories/rememberwhatitisthatyoulove.com/comments/feed/index.html	(from https://rememberwhatitisthatyoulove.com/)
18:08:01	6067/6067	---M-Z	200	added ('OK')	text/javascript	etag:%2217b3-62a8e5a58c346-gzip%22	https://rememberwhatitisthatyoulove.com/wp-content/plugins/easy-quotes/public/js/script.js?ver=1735640749	C:/Users/danno/Documents/github/george/memories/rememberwhatitisthatyoulove.com/wp-content/plugins/easy-quotes/public/js/script413b.js	(from https://rememberwhatitisthatyoulove.com/)
18:08:02	18126/18126	---MCZ	200	added ('OK')	application/json	date:Tue,%2007%20Jan%202025%2018:08:04%20GMT	https://rememberwhatitisthatyoulove.com/wp-json/wp/v2/pages/63	C:/Users/danno/Documents/github/george/memories/rememberwhatitisthatyoulove.com/wp-json/wp/v2/pages/63.json	(from https://rememberwhatitisthatyoulove.com/)
18:08:02	4523/4523	---MCZ	403	error ('Forbidden')	text/html	date:Tue,%2007%20Jan%202025%2018:08:04%20GMT	https://rememberwhatitisthatyoulove.com/xmlrpc.php?rsd	C:/Users/danno/Documents/github/george/memories/rememberwhatitisthatyoulove.com/xmlrpc0db0.php	(from https://rememberwhatitisthatyoulove.com/)
18:08:02	277440/277440	---MCZ	200	added ('OK')	application/json	date:Tue,%2007%20Jan%202025%2018:08:04%20GMT	https://rememberwhatitisthatyoulove.com/wp-json/	C:/Users/danno/Documents/github/george/memories/rememberwhatitisthatyoulove.com/wp-json/index.html	(from https://rememberwhatitisthatyoulove.com/)
18:08:03	2563/2563	---MCZ	200	added ('OK')	application/json	date:Tue,%2007%20Jan%202025%2018:08:04%20GMT	https://rememberwhatitisthatyoulove.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frememberwhatitisthatyoulove.com%2F	C:/Users/danno/Documents/github/george/memories/rememberwhatitisthatyoulove.com/wp-json/oembed/1.0/embed6c48.json	(from https://rememberwhatitisthatyoulove.com/)
18:08:03	2775/2775	---MCZ	200	added ('OK')	text/xml	date:Tue,%2007%20Jan%202025%2018:08:04%20GMT	https://rememberwhatitisthatyoulove.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frememberwhatitisthatyoulove.com%2F&format=xml	C:/Users/danno/Documents/github/george/memories/rememberwhatitisthatyoulove.com/wp-json/oembed/1.0/embed0167	(from https://rememberwhatitisthatyoulove.com/)
18:08:03	193549/193549	---M--	200	added ('OK')	text/javascript	etag:18179557698572423758	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js?client=ca-pub-9402773017547595	C:/Users/danno/Documents/github/george/memories/pagead2.googlesyndication.com/pagead/js/f99ea.txt	(from https://rememberwhatitisthatyoulove.com/)
18:08:03	3300/3300	---M-Z	200	added ('OK')	text/javascript	etag:%22ce4-628849b492722;62a8d1e19871d	https://rememberwhatitisthatyoulove.com/wp-includes/js/dist/script-modules/block-library/navigation/view.min.js?ver=8ff192874fc8910a284c	C:/Users/danno/Documents/github/george/memories/rememberwhatitisthatyoulove.com/wp-includes/js/dist/script-modules/block-library/navigation/view.minf7ab.js	(from https://rememberwhatitisthatyoulove.com/)
18:08:04	36695/36695	---M-Z	200	added ('OK')	text/javascript	etag:%228f57-628849b493aaa;62a8d1e19871d	https://rememberwhatitisthatyoulove.com/wp-includes/js/dist/script-modules/interactivity/index.min.js?ver=06b8f695ef48ab2d9277	C:/Users/danno/Documents/github/george/memories/rememberwhatitisthatyoulove.com/wp-includes/js/dist/script-modules/interactivity/index.min563f.js	(from https://rememberwhatitisthatyoulove.com/)
18:08:04	193128/193128	---M--	200	added ('OK')	text/javascript	etag:841782826355692708	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js?client=ca-pub-9402773017547595&host=ca-host-pub-2644536267352236	C:/Users/danno/Documents/github/george/memories/pagead2.googlesyndication.com/pagead/js/f14a9.txt	(from https://rememberwhatitisthatyoulove.com/)
18:08:04	326628/326628	---M--	200	added ('OK')	font/woff2	etag:%224fbe4-62b1da079d48a%22	https://rememberwhatitisthatyoulove.com/wp-content/themes/twentytwentyfour/assets/fonts/inter/Inter-VariableFont_slnt,wght.woff2	C:/Users/danno/Documents/github/george/memories/rememberwhatitisthatyoulove.com/wp-content/themes/twentytwentyfour/assets/fonts/inter/Inter-VariableFont_slnt,wght.woff2	(from https://rememberwhatitisthatyoulove.com/)
18:08:05	146060/146060	---M--	200	added ('OK')	font/woff2	etag:%2223a8c-62b1da079bd1a%22	https://rememberwhatitisthatyoulove.com/wp-content/themes/twentytwentyfour/assets/fonts/cardo/cardo_normal_400.woff2	C:/Users/danno/Documents/github/george/memories/rememberwhatitisthatyoulove.com/wp-content/themes/twentytwentyfour/assets/fonts/cardo/cardo_normal_400.woff2	(from https://rememberwhatitisthatyoulove.com/)
18:08:05	105184/105184	---M--	200	added ('OK')	font/woff2	etag:%2219ae0-62b1da079bd1a%22	https://rememberwhatitisthatyoulove.com/wp-content/themes/twentytwentyfour/assets/fonts/cardo/cardo_italic_400.woff2	C:/Users/danno/Documents/github/george/memories/rememberwhatitisthatyoulove.com/wp-content/themes/twentytwentyfour/assets/fonts/cardo/cardo_italic_400.woff2	(from https://rememberwhatitisthatyoulove.com/)
18:08:05	132564/132564	---M--	200	added ('OK')	font/woff2	etag:%22205d4-62b1da079c102%22	https://rememberwhatitisthatyoulove.com/wp-content/themes/twentytwentyfour/assets/fonts/cardo/cardo_normal_700.woff2	C:/Users/danno/Documents/github/george/memories/rememberwhatitisthatyoulove.com/wp-content/themes/twentytwentyfour/assets/fonts/cardo/cardo_normal_700.woff2	(from https://rememberwhatitisthatyoulove.com/)
18:08:05	125719/125719	---M--	200	added ('OK')	image/jpeg	etag:%221ee33-62a8e2de47e87%22	https://rememberwhatitisthatyoulove.com/wp-content/uploads/2024/12/e9e92fad-6824-4f73-84ee-1c8f6dbd4a0a-1.jpg	C:/Users/danno/Documents/github/george/memories/rememberwhatitisthatyoulove.com/wp-content/uploads/2024/12/e9e92fad-6824-4f73-84ee-1c8f6dbd4a0a-1.jpg	(from https://rememberwhatitisthatyoulove.com/)
18:08:05	47572/47572	---M--	200	added ('OK')	image/jpeg	etag:%22bcda-62a8e26e03824%22	https://rememberwhatitisthatyoulove.com/wp-content/uploads/2024/12/f3984a5f-0da0-4da6-8f49-93cd455da1c2.jpg	C:/Users/danno/Documents/github/george/memories/rememberwhatitisthatyoulove.com/wp-content/uploads/2024/12/f3984a5f-0da0-4da6-8f49-93cd455da1c2.jpg	(from https://rememberwhatitisthatyoulove.com/)
18:08:05	132847/132847	---M--	200	added ('OK')	image/jpeg	etag:%22247e8-62a8e266fa792%22	https://rememberwhatitisthatyoulove.com/wp-content/uploads/2024/12/IMG_9382-1024x768.jpg	C:/Users/danno/Documents/github/george/memories/rememberwhatitisthatyoulove.com/wp-content/uploads/2024/12/IMG_9382-1024x768.jpg	(from https://rememberwhatitisthatyoulove.com/)
18:08:06	74665/74665	---M--	200	added ('OK')	image/jpeg	etag:%2212b86-62a8e25ff6907%22	https://rememberwhatitisthatyoulove.com/wp-content/uploads/2024/12/248200200_10223737699604014_895366931077521354_n.jpg	C:/Users/danno/Documents/github/george/memories/rememberwhatitisthatyoulove.com/wp-content/uploads/2024/12/248200200_10223737699604014_895366931077521354_n.jpg	(from https://rememberwhatitisthatyoulove.com/)
18:08:06	55004/55004	---M--	200	added ('OK')	image/jpeg	etag:%22d9d6-62a8e25f1ad62%22	https://rememberwhatitisthatyoulove.com/wp-content/uploads/2024/12/467498228_10235059568288534_7986533627815571453_n.jpg	C:/Users/danno/Documents/github/george/memories/rememberwhatitisthatyoulove.com/wp-content/uploads/2024/12/467498228_10235059568288534_7986533627815571453_n.jpg	(from https://rememberwhatitisthatyoulove.com/)
18:08:06	155452/155452	---M--	200	added ('OK')	image/jpeg	etag:%22272bd-62a8e25df2343%22	https://rememberwhatitisthatyoulove.com/wp-content/uploads/2024/12/268775408_10227318284241271_2912262082770365607_n-1024x1024.jpg	C:/Users/danno/Documents/github/george/memories/rememberwhatitisthatyoulove.com/wp-content/uploads/2024/12/268775408_10227318284241271_2912262082770365607_n-1024x1024.jpg	(from https://rememberwhatitisthatyoulove.com/)
18:08:06	67188/67188	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2018:08:08%20GMT	https://rememberwhatitisthatyoulove.com/about-page/	C:/Users/danno/Documents/github/george/memories/rememberwhatitisthatyoulove.com/about-page/index.html	(from https://rememberwhatitisthatyoulove.com/)
18:08:06	407/407	---M-Z	200	added ('OK')	text/javascript	etag:%22197-62a8d1f3cbace-gzip%22	https://rememberwhatitisthatyoulove.com/wp-content/plugins/coblocks/dist/js/coblocks-animation.js?ver=3.1.14	C:/Users/danno/Documents/github/george/memories/rememberwhatitisthatyoulove.com/wp-content/plugins/coblocks/dist/js/coblocks-animationdb4e.js	(from https://rememberwhatitisthatyoulove.com/)
18:08:07	10502/10502	---M-Z	200	added ('OK')	text/javascript	etag:%222906-62a8d1f3d205e-gzip%22	https://rememberwhatitisthatyoulove.com/wp-content/plugins/coblocks/dist/js/vendors/tiny-swiper.js?ver=3.1.14	C:/Users/danno/Documents/github/george/memories/rememberwhatitisthatyoulove.com/wp-content/plugins/coblocks/dist/js/vendors/tiny-swiperdb4e.js	(from https://rememberwhatitisthatyoulove.com/)
18:08:07	14366/14366	---M-Z	200	added ('OK')	text/javascript	etag:%22381e-62a8d1f3d0cd6-gzip%22	https://rememberwhatitisthatyoulove.com/wp-content/plugins/coblocks/dist/js/coblocks-tinyswiper-initializer.js?ver=3.1.14	C:/Users/danno/Documents/github/george/memories/rememberwhatitisthatyoulove.com/wp-content/plugins/coblocks/dist/js/coblocks-tinyswiper-initializerdb4e.js	(from https://rememberwhatitisthatyoulove.com/)
18:08:07	3688/3688	---M-Z	200	added ('OK')	text/javascript	etag:%22e68-62a8d1f3cf566-gzip%22	https://rememberwhatitisthatyoulove.com/wp-content/plugins/coblocks/dist/js/coblocks-lightbox.js?ver=fec2ef212c07bd354bfd	C:/Users/danno/Documents/github/george/memories/rememberwhatitisthatyoulove.com/wp-content/plugins/coblocks/dist/js/coblocks-lightbox2929.js	(from https://rememberwhatitisthatyoulove.com/)
18:08:07	105560/105560	---M-Z	200	added ('OK')	text/javascript	etag:%226837678401f602120e41c9eaa7a7e915%22	https://img1.wsimg.com/signals/js/clients/scc-c2/scc-c2.min.js	C:/Users/danno/Documents/github/george/memories/img1.wsimg.com/signals/js/clients/scc-c2/scc-c2.min.js	(from https://rememberwhatitisthatyoulove.com/)
18:08:08	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2007%20Jan%202025%2018:08:09%20GMT	https://img1.wsimg.com/traffic-assets/js/tccl-tti.min.js	C:/Users/danno/Documents/github/george/memories/img1.wsimg.com/traffic-assets/js/tccl-tti.min.js	(from https://rememberwhatitisthatyoulove.com/)
18:08:08	21592/21592	---M-Z	200	added ('OK')	text/javascript	etag:%221c56940a864f144fae2eb40ee952cb94%22	https://img1.wsimg.com/signals/js/clients/tti/tti.min.js	C:/Users/danno/Documents/github/george/memories/img1.wsimg.com/signals/js/clients/tti/tti.min.js	(from https://rememberwhatitisthatyoulove.com/)
18:08:09	9892/9892	---MCZ	200	added ('OK')	application/json	date:Tue,%2007%20Jan%202025%2018:08:10%20GMT	https://rememberwhatitisthatyoulove.com/wp-json/wp/v2/pages/64	C:/Users/danno/Documents/github/george/memories/rememberwhatitisthatyoulove.com/wp-json/wp/v2/pages/64.json	(from https://rememberwhatitisthatyoulove.com/about-page/)
18:08:09	2409/2409	---MCZ	200	added ('OK')	application/json	date:Tue,%2007%20Jan%202025%2018:08:10%20GMT	https://rememberwhatitisthatyoulove.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frememberwhatitisthatyoulove.com%2Fabout-page%2F	C:/Users/danno/Documents/github/george/memories/rememberwhatitisthatyoulove.com/wp-json/oembed/1.0/embed3328.json	(from https://rememberwhatitisthatyoulove.com/about-page/)
18:08:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2007%20Jan%202025%2018:08:11%20GMT	https://rememberwhatitisthatyoulove.com/?p=64	C:/Users/danno/Documents/github/george/memories/rememberwhatitisthatyoulove.com/index8cd4.html	(from https://rememberwhatitisthatyoulove.com/about-page/)
18:08:09	2581/2581	---MCZ	200	added ('OK')	text/xml	date:Tue,%2007%20Jan%202025%2018:08:11%20GMT	https://rememberwhatitisthatyoulove.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frememberwhatitisthatyoulove.com%2Fabout-page%2F&format=xml	C:/Users/danno/Documents/github/george/memories/rememberwhatitisthatyoulove.com/wp-json/oembed/1.0/embedcd33	(from https://rememberwhatitisthatyoulove.com/about-page/)
18:08:09	4708/4708	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2018:08:11%20GMT	https://rememberwhatitisthatyoulove.com/cdn-cgi/l/email-protection	C:/Users/danno/Documents/github/george/memories/rememberwhatitisthatyoulove.com/cdn-cgi/l/email-protection.html	(from https://rememberwhatitisthatyoulove.com/about-page/)
18:08:10	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22675fc4cd-4d7%22	https://rememberwhatitisthatyoulove.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/danno/Documents/github/george/memories/rememberwhatitisthatyoulove.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://rememberwhatitisthatyoulove.com/about-page/)
